단원명,문제번호,문제,정답,해설
점유권 ,383,"계약명의신탁약정에 따라 명의수탁자 명의로 등기된 부동산을 명의신탁자가 점유하는 경우, 특별한 사정이 없는 한, 명의신탁자의 점유는 타주점유에 해당한다. ",O,자주점유와 타주점유→권원의 성질에 의하여 객관적으로 결정 
점유권 ,384,부동산의 점유자가 지적공부 등의 관리주체인 국가나 지방자치단체인 경우에는 자주점유로 추정되지 않는다.  ★ ,X,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,385,"진정한 소유자가 제기한 소유권이전등기의 말소소송에서 점유자가 패소한 경우, 패소판결 확정 후부터 점유자의 점유는 타주점유로 전환된다. ★★",O,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,386,"토지점유자가 소유자를 상대로 소유권이전등기말소청구의 소를 제기하였다가 패소한 경우, 자주점유의 추정이 번복되어 타주점유로 전환된다고 할 수 없다. ",O,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,387,"점유자가 자주점유의 권원을 주장하였으나 이것이 인정되지 않는 경우, 이 이유만으로도 자주점유의 추정은 깨진다.  ",X,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,388,점유자가 부동산을 증여받아 점유게시 후 그 증여가 무권리자에 의한 것임을 알았더라도 그 점유가 타주점유가 된다고 볼 수 없다. ★,O,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,389,"부동산의 매매당시에는 그 무효를 알지 못하였으나 이후 매매가 무효임이 밝혀지더라도 특별한 사정이 없는 한, 매수인의 점유는 여전히 자주점유이다. ",O,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,390,타인 토지를 자기소유로 알고 점유하게 된 자가 추후 그러한 사정을 알게 되었다면 그 점유는 그 사정만으로 타주점유로 전환된다.  ,X,"•자주점유의 추정 
*소유자 소제기→점유자 패소→판결확정시부터 타주점유로 전환O
*점유자 소제기→점유자 패소→자주점유 추정O"
점유권 ,391,선의의 점유자라도 본권에 관한 소에서 패소한 때에는 그 판결이 확정된 때로부터 악의의 점유자로 본다.  ★★,X,"선의의 자주점유자가 본권의 소에서 패소한 경우 
*선의→악의→소제기시 
*자주→타주→판결확정시 "
점유권 ,392,"진정한 소유자가 점유자를 상대로 소유권이전등기의 말소청구소송을 제기하여 점유자의 패소가 확정된 경우, 그 소가 제기된 때부터 점유자의 점유는 타주점유로 전환된다.  ",X,"선의의 자주점유자가 본권의 소에서 패소한 경우 
*선의→악의→소제기시 
*자주→타주→판결확정시 "
점유자와 회복자의 관계 ,393,타인의 건물을 선의로 점유한 자는 비록 법률상 원인 없이 사용하였더라도 이로 인한 이득을 반환할 의무가 없다. ★★ ,O,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,394,"선의의 점유자가 과실을 취득함으로써 타인에게 손해를 입힌 경우, 그 과실취득으로 인한 이득을 그 타인에게 반환할 의무가 있다.  ★★ ",X,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,395,선의의 점유자가 본권에 관한 소에서 패소한 때에는 소제기시부터 그 이후의 과실은 반환해야 한다. ★ ,O,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,396,"타인 소유물을 권원 없이 점유함으로써 얻은 사용이익을 반환하는 경우, 악의의 점유자는 사용이익뿐만 아니라 그 이자도 반환해야 한다. ★ ",O,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,397,악의의 점유자는 그의 귀책사유로 과실을 수취하지 못한 경우에는 그 과실의 대가를 보상하여야 한다. ,O,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,398,"악의의 점유자가 과실을 수취하지 못한 경우, 이에 대한 과실이 없더라도 그 과실의 대가를 보상하여야 한다.  ",X,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,399,은비에 의한 점유자는 점유물의 과실을 수취할 권리가 있다.  ,X,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,400,"이행지체로 인해 매매계약이 해제된 경우, 선의의 점유자인 매수인에게 과실취득권이 인정된다.  ★",X,"선의 점유자 과실취득 
*부당이득반환 X 
*소제기 후 과실은 반환O
*사용이익→과실에 포함O
*매매계약이 해제된 경우→선의 점유자 과실취득 X "
점유자와 회복자의 관계 ,401,"점유물이 점유자의 책임 있는 사유로 인하여 멸실 또는 훼손된 경우, 선의의 자주점유자는 그 이익이 현존하는 한도에서 배상하여야 한다. ★★",O,선의 자주 점유자→ 현존이익 한도에서 배상 
점유자와 회복자의 관계 ,402,"점유물이 타주점유자의 책임 있는 사유로 멸실된 경우, 그가 선의의 점유자라면 현존 이익의 범위에서 손해배상책임을 진다.  ★★ ",X,선의 자주 점유자→ 현존이익 한도에서 배상 
점유자와 회복자의 관계 ,403,"점유물이 점유자의 책임 있는 사유로 멸실된 때, 악의의 점유자라 하더라도 자주점유인 경우는 타주점유에 비하여 책임이 경감된다  ★★ ",X,선의 자주 점유자→ 현존이익 한도에서 배상 
점유자와 회복자의 관계 ,404,악의점유자는 원칙적으로 필요비 전부의 상환을 청구할 수 있다. ★★ ,O,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,405,악의의 점유자는 특별한 사정이 없는 한 점유물에 지출한 통상의 필요비의 상환을 청구 응할 수 없다.  ,O,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,406,점유자가 과실을 수취한 경우 통상의 필요비는 청구하지 못한다. ★★ ,O,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,407,선의점유자가 과실 취득 시 통상 필요비 상환을 청구할 수 있다.  ,X,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,408, 과실취득 점유자는 그가 지출한 비용 전부를 청구할 수 있다.  ,X,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,409,유익비에 관하여는 그 가액의 증가가 현존한 경우에 한하여 점유자의 선택에 좇아 그 지출금액이나 증가액의 상환을 청구할 수 있다.  ★★ ,X,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,410,"점유자가 필요비를 지출한 경우, 그 가액의 증가가 현존한 경우에 한하여 상환을 청구할 수 있다.  ",X,"•비용상환청구 
*악의 점유자→비용상환청구 O 
*과실수취한 점유자→통상 필요비 청구X 
*유익비→현존→회복자의 선택 "
점유자와 회복자의 관계 ,411,필요비상환청구권에 대하여 회복자는 법원에 상환기간의 허여를 청구할 수 있다.  ,X,"상환기간 허여청구→필요비X, 유익비O"
점유자와 회복자의 관계 ,412,"법원이 유익비의 상환을 위하여 상당한 기간을 허여한 경우, 유치권은 성립하지 않는다. ",O,"상환기간 허여청구→필요비X, 유익비O"
점유자와 회복자의 관계 ,413,"무효인 매매계약의 매수인이 점유목적물에 필요비 등을 지출한 후 매도인이 그 목적물을 제3자에게 양도한 경우, 점유자인 매수인은 양수인에게 비용상환을 청구할 수 있다. ★",O,본권 없는 점유자→현재 소유자 반환할 때 청구 
점유자와 회복자의 관계 ,414,"점유물의 소유자가 변경된 경우, 점유자는 유익비 지출 당시의 전 소유자에게 유익비 상환을 청구해야 한다.  ",X,본권 없는 점유자→현재 소유자 반환할 때 청구 
점유자와 회복자의 관계 ,415,회복자로부터 점유물 반환을 청구 받은 점유자는 유익비 상환을 청구할 수 있다. ★,O,본권 없는 점유자→현재 소유자 반환할 때 청구 
점유자와 회복자의 관계 ,416,"점유자가 점유물을 개량하기 위하여 유익비를 지출한 경우는 점유자가 점유물을 반환할 때에 그 상환을 청구할 수 있으나, 필요비를 지출한 경우에는 즉시 상환을 청구할 수 있다. ",O,본권 없는 점유자→현재 소유자 반환할 때 청구 
소유권,417,건물의 사용을 목적으로 하는 전세권에는 상린관계에 관한 규정이 준용되지 않는다.  ,X,"•상린관계 
*지상권자, 전세권자, 임차인→ 적용O
*측량비용→ 면적에 비례/ 설치비용 절반 
*가지 제거청구/뿌리→ 임의로 제거 "
소유권,418,"인접토지 소유자들은 공동비용으로 경계표나 담을 설치할 수 있는데, 이때 소요되는 설치 비용 및 측량비용은 쌍방이 절반씩 부담한다  ",X,"•상린관계 
*지상권자, 전세권자, 임차인→ 적용O
*측량비용→ 면적에 비례/ 설치비용 절반 
*가지 제거청구/뿌리→ 임의로 제거 "
소유권,419,인접지에 있는 수목의 가지와 뿌리가 경계를 넘은 경우에는 임의로 제거할 수 있다.  ,X,"•상린관계 
*지상권자, 전세권자, 임차인→ 적용O
*측량비용→ 면적에 비례/ 설치비용 절반 
*가지 제거청구/뿌리→ 임의로 제거 "
